chrom	start	end	RegionID	PeakRegion	Locus	LogFC	F	PValue	FDR
chr5	50351399	50351725	WT_PeakRegion	WT_PeakRegion_1885_chr5_50351399_50351725	chr5:50351399-50351725	-0.739799272789299	3.08332168636645	0.0853950245068489	0.14437907583422
chr5	50577793	50579492	Shared_PeakRegion	Shared_PeakRegion_506_chr5_50577793_50579492	chr5:50577793-50579492	-0.426722146034924	2.74478269092118	0.101984555862823	0.164630431072785
chr5	50643790	50644501	WT_PeakRegion	WT_PeakRegion_1886_chr5_50643790_50644501	chr5:50643790-50644501	-0.873070069665003	6.38764745215894	0.0137193560924157	0.0394975074289894
chr5	50709436	50710281	WT_PeakRegion	WT_PeakRegion_1887_chr5_50709436_50710281	chr5:50709436-50710281	-0.707975009597084	3.34865491550645	0.0755937474177329	0.131979154786179
chr5	50868810	50869216	WT_PeakRegion	WT_PeakRegion_1888_chr5_50868810_50869216	chr5:50868810-50869216	-0.798071904874488	3.46281896581588	0.069811411918355	0.124144404950131
chr5	52472089	52472768	WT_PeakRegion	WT_PeakRegion_1889_chr5_52472089_52472768	chr5:52472089-52472768	-0.842638720124451	5.54982791178602	0.0212474170869856	0.0528099889262522
chr5	52663426	52663906	WT_PeakRegion	WT_PeakRegion_1890_chr5_52663426_52663906	chr5:52663426-52663906	-0.53949909953988	2.00835195048054	0.160807696169503	0.233382080129534
chr5	53309348	53310210	Q111_PeakRegion	Q111_PeakRegion_551_chr5_53309348_53310210	chr5:53309348-53310210	0.136807438134827	0.133053416536856	0.716370971081846	0.769689074877668
chr5	53425470	53427330	Shared_PeakRegion	Shared_PeakRegion_507_chr5_53425470_53427330	chr5:53425470-53427330	-0.129452387906163	0.285440320231563	0.594826109534385	0.663590318776377
chr5	53493817	53494212	WT_PeakRegion	WT_PeakRegion_1891_chr5_53493817_53494212	chr5:53493817-53494212	-1.83376940731634	16.4592067791238	0.000125966569211969	0.0027220628565703
chr5	53544311	53544891	WT_PeakRegion	WT_PeakRegion_1892_chr5_53544311_53544891	chr5:53544311-53544891	-0.946604805774037	6.98202751761806	0.0101214660850691	0.0319264274987836
chr5	53855644	53856043	WT_PeakRegion	WT_PeakRegion_1893_chr5_53855644_53856043	chr5:53855644-53856043	-0.785224306665285	3.91386715976773	0.0597940294838076	0.110782000842426
chr5	53878179	53878722	WT_PeakRegion	WT_PeakRegion_1894_chr5_53878179_53878722	chr5:53878179-53878722	-0.792990132230987	3.8645785053258	0.0532261765070202	0.101919688822084
chr5	53973763	53975244	WT_PeakRegion	WT_PeakRegion_1895_chr5_53973763_53975244	chr5:53973763-53975244	-1.32422203020798	16.0490833210166	0.000150198295832618	0.00296109214937179
chr5	54562434	54562794	WT_PeakRegion	WT_PeakRegion_1896_chr5_54562434_54562794	chr5:54562434-54562794	-0.781073474061843	3.67589840921312	0.0592276219792285	0.110031343434337
chr5	54675098	54675407	WT_PeakRegion	WT_PeakRegion_1897_chr5_54675098_54675407	chr5:54675098-54675407	-1.66349851844817	13.1251071180023	0.000940585997630717	0.00754400002512442
chr5	54841495	54841952	Q111_PeakRegion	Q111_PeakRegion_552_chr5_54841495_54841952	chr5:54841495-54841952	0.473887630203467	1.44473144968748	0.239447372073553	0.320324139853303
chr5	54939796	54940692	WT_PeakRegion	WT_PeakRegion_1898_chr5_54939796_54940692	chr5:54939796-54940692	-0.921654121086141	7.47785972900144	0.00788106457321728	0.0270818365983107
chr5	54943624	54944528	WT_PeakRegion	WT_PeakRegion_1899_chr5_54943624_54944528	chr5:54943624-54944528	-0.69811182860007	4.74752887365828	0.0326602360569862	0.0716962816765069
chr5	55164718	55165295	WT_PeakRegion	WT_PeakRegion_1900_chr5_55164718_55165295	chr5:55164718-55165295	-1.153075163365	8.12569761082949	0.00570881616163259	0.0219495081612462
chr5	55333157	55333632	Shared_PeakRegion	Shared_PeakRegion_508_chr5_55333157_55333632	chr5:55333157-55333632	-0.839122584164051	5.91707429234128	0.0175167815235544	0.0464456529674699
chr5	55365296	55365990	WT_PeakRegion	WT_PeakRegion_1901_chr5_55365296_55365990	chr5:55365296-55365990	-1.02393052493163	6.90390447469946	0.0105314281561938	0.0327889220172363
chr5	55650703	55650992	WT_PeakRegion	WT_PeakRegion_1902_chr5_55650703_55650992	chr5:55650703-55650992	-1.21223139825623	7.58163828741519	0.00909861990964348	0.0298578488814325
chr5	56037922	56038794	WT_PeakRegion	WT_PeakRegion_1903_chr5_56037922_56038794	chr5:56037922-56038794	-1.28376479797634	11.4717110711718	0.00115528402999927	0.00838470337764607
chr5	56519982	56520908	Shared_PeakRegion	Shared_PeakRegion_509_chr5_56519982_56520908	chr5:56519982-56520908	-0.660700773892039	3.54361724790148	0.0638720562146119	0.116088066394875
chr5	56862794	56864044	Shared_PeakRegion	Shared_PeakRegion_510_chr5_56862794_56864044	chr5:56862794-56864044	-1.04239569061981	9.43949667431368	0.00301036871141802	0.0146863186396834
chr5	57745548	57745986	WT_PeakRegion	WT_PeakRegion_1904_chr5_57745548_57745986	chr5:57745548-57745986	-0.6296437923749	4.33847509254549	0.040862417304777	0.0841374052337449
chr5	57758407	57758831	WT_PeakRegion	WT_PeakRegion_1905_chr5_57758407_57758831	chr5:57758407-57758831	-1.94105536950004	18.6155063815818	5.07779740336055e-05	0.00173733713482169
chr5	58063631	58064191	WT_PeakRegion	WT_PeakRegion_1906_chr5_58063631_58064191	chr5:58063631-58064191	-0.808653021075696	4.99593516937058	0.0285532664180877	0.0653297610085607
chr5	58150636	58151178	WT_PeakRegion	WT_PeakRegion_1907_chr5_58150636_58151178	chr5:58150636-58151178	-0.659636617240723	2.25291191984218	0.153679571931835	0.225264535525551
chr5	58373755	58373994	WT_PeakRegion	WT_PeakRegion_1908_chr5_58373755_58373994	chr5:58373755-58373994	-1.05040141498006	8.47238150340977	0.00481335531446024	0.0196684940479124
chr5	59116160	59117829	WT_PeakRegion	WT_PeakRegion_1909_chr5_59116160_59117829	chr5:59116160-59117829	-0.817610223163535	7.08179990741854	0.00962212281286732	0.0308018696648195
chr5	59316283	59317500	WT_PeakRegion	WT_PeakRegion_1910_chr5_59316283_59317500	chr5:59316283-59317500	-1.05124967939633	9.92708859422901	0.00238431519580613	0.0127440863298348
chr5	59363301	59363948	WT_PeakRegion	WT_PeakRegion_1911_chr5_59363301_59363948	chr5:59363301-59363948	-0.509273504444888	2.0123202273592	0.160400491202472	0.232983091482683
chr5	59515611	59516677	WT_PeakRegion	WT_PeakRegion_1912_chr5_59515611_59516677	chr5:59515611-59516677	-1.15176934763501	14.8546671740831	0.000252242923961916	0.0038936458681794
chr5	60578687	60580380	WT_PeakRegion	WT_PeakRegion_1913_chr5_60578687_60580380	chr5:60578687-60580380	-0.128860231188859	0.276301310336334	0.600773375107241	0.668179376355986
chr5	61119998	61121066	WT_PeakRegion	WT_PeakRegion_1914_chr5_61119998_61121066	chr5:61119998-61121066	-0.613518021018233	3.35313673592653	0.071271966502517	0.126131446999179
chr5	61262415	61262647	WT_PeakRegion	WT_PeakRegion_1915_chr5_61262415_61262647	chr5:61262415-61262647	-1.18150345685183	7.32831954745192	0.0109830631862041	0.0337386800597573
chr5	61684057	61685283	WT_PeakRegion	WT_PeakRegion_1916_chr5_61684057_61685283	chr5:61684057-61685283	-1.06637745845761	9.40110929816931	0.00306642993705453	0.0148365225022231
chr5	61992203	61992796	WT_PeakRegion	WT_PeakRegion_1917_chr5_61992203_61992796	chr5:61992203-61992796	-0.867828702750198	4.28024321547342	0.0421993053162199	0.086114314575339
chr5	62111904	62112635	Q111_PeakRegion	Q111_PeakRegion_553_chr5_62111904_62112635	chr5:62111904-62112635	0.569202772178092	1.92498482752772	0.16964695432463	0.243402493733654
chr5	62169680	62170305	WT_PeakRegion	WT_PeakRegion_1918_chr5_62169680_62170305	chr5:62169680-62170305	-0.593296733798564	1.7797878577569	0.217191484453287	0.295988720575042
chr5	63260008	63260827	WT_PeakRegion	WT_PeakRegion_1919_chr5_63260008_63260827	chr5:63260008-63260827	-1.42994561912037	15.29839173204	0.000207830817995122	0.00353647061796208
chr5	63368338	63369365	Shared_PeakRegion	Shared_PeakRegion_511_chr5_63368338_63369365	chr5:63368338-63369365	-0.283567694208454	1.31019101126543	0.256203435431641	0.337948034228704
chr5	64170122	64170706	WT_PeakRegion	WT_PeakRegion_1920_chr5_64170122_64170706	chr5:64170122-64170706	-0.775511332158838	4.51771775433883	0.0370249958152113	0.0781852821809652
chr5	64509062	64509824	WT_PeakRegion	WT_PeakRegion_1921_chr5_64509062_64509824	chr5:64509062-64509824	-0.840703849960107	5.59927252388266	0.020699562622083	0.0519019793968665
chr5	64638836	64639800	Shared_PeakRegion	Shared_PeakRegion_512_chr5_64638836_64639800	chr5:64638836-64639800	-0.77114666933204	4.83288455858016	0.0311821140746437	0.0697652761860596
chr5	64809862	64810188	WT_PeakRegion	WT_PeakRegion_1922_chr5_64809862_64810188	chr5:64809862-64810188	-0.717533100185855	2.87954491632566	0.111218394518129	0.175578030396503
chr5	65435679	65436329	WT_PeakRegion	WT_PeakRegion_1923_chr5_65435679_65436329	chr5:65435679-65436329	-0.601807934924437	2.602422571167	0.117927638053824	0.183742458170857
chr5	65646057	65646813	WT_PeakRegion	WT_PeakRegion_1924_chr5_65646057_65646813	chr5:65646057-65646813	-0.825707156693033	3.86151078820752	0.0533183064700353	0.102049365055038
chr5	67015016	67016085	Q111_PeakRegion	Q111_PeakRegion_554_chr5_67015016_67016085	chr5:67015016-67016085	-0.0627782893157994	0.0400795698086081	0.841897307736236	0.876559875003684
chr5	67774675	67775025	WT_PeakRegion	WT_PeakRegion_1925_chr5_67774675_67775025	chr5:67774675-67775025	-1.14382598266301	8.89977076469877	0.00390718579304379	0.0173086942189162
chr5	68284498	68284917	WT_PeakRegion	WT_PeakRegion_1926_chr5_68284498_68284917	chr5:68284498-68284917	-0.413350197406692	1.13463339572614	0.304893782325331	0.388123430650738
chr5	68528429	68529323	WT_PeakRegion	WT_PeakRegion_1927_chr5_68528429_68529323	chr5:68528429-68529323	-0.934346072989347	7.9387764981936	0.00626233714779261	0.0231539946258658
chr5	68596550	68597608	WT_PeakRegion	WT_PeakRegion_1928_chr5_68596550_68597608	chr5:68596550-68597608	-0.583993779824354	2.9580032027663	0.0898090733489177	0.149875628249844
chr5	68900468	68900808	WT_PeakRegion	WT_PeakRegion_1929_chr5_68900468_68900808	chr5:68900468-68900808	-1.09937244869476	6.00239914226596	0.0243026458861821	0.05810091834373
chr5	69120740	69121005	WT_PeakRegion	WT_PeakRegion_1930_chr5_69120740_69121005	chr5:69120740-69121005	-1.76528125989281	12.1897483538902	0.00155429645362183	0.0101199814482184
chr5	69201870	69202149	WT_PeakRegion	WT_PeakRegion_1931_chr5_69201870_69202149	chr5:69201870-69202149	-1.05325713798088	5.49981025004567	0.0285704518672673	0.0653297610085607
chr5	69848381	69848990	WT_PeakRegion	WT_PeakRegion_1932_chr5_69848381_69848990	chr5:69848381-69848990	-1.43614697704152	14.2146481743809	0.000334297962690162	0.0043881559232331
chr5	69922797	69923602	WT_PeakRegion	WT_PeakRegion_1933_chr5_69922797_69923602	chr5:69922797-69923602	-1.34291176082337	12.8159770226332	0.000624777942464542	0.00602374864783103
chr5	70462314	70463156	WT_PeakRegion	WT_PeakRegion_1934_chr5_70462314_70463156	chr5:70462314-70463156	-1.33634724048768	9.60790620512602	0.00277674986959592	0.0139259211542573
chr5	70732000	70732873	WT_PeakRegion	WT_PeakRegion_1935_chr5_70732000_70732873	chr5:70732000-70732873	-1.29442487910703	21.2313930487936	1.74603046716915e-05	0.00101935380920312
chr5	71564025	71564368	WT_PeakRegion	WT_PeakRegion_1936_chr5_71564025_71564368	chr5:71564025-71564368	-1.22191908909682	6.87483432229401	0.0113555599971015	0.0345406455064398
chr5	71947218	71948277	WT_PeakRegion	WT_PeakRegion_1937_chr5_71947218_71948277	chr5:71947218-71948277	-0.907287897798853	6.38920469743125	0.0137083407430281	0.039491831142742
chr5	72906420	72907499	Shared_PeakRegion	Shared_PeakRegion_513_chr5_72906420_72907499	chr5:72906420-72907499	-0.467708255423035	1.99754255470202	0.161923006420625	0.234589351064533
chr5	73191267	73191726	WT_PeakRegion	WT_PeakRegion_1938_chr5_73191267_73191726	chr5:73191267-73191726	-0.994752130051772	6.73988482516853	0.0119302491024521	0.0356725926048702
chr5	73194936	73195638	Q111_PeakRegion	Q111_PeakRegion_555_chr5_73194936_73195638	chr5:73194936-73195638	-0.00961450853783161	0.000762193263202166	0.978052361289234	0.983637508493703
chr5	73469200	73470035	Q111_PeakRegion	Q111_PeakRegion_556_chr5_73469200_73470035	chr5:73469200-73470035	-0.213077186984563	0.362069162178595	0.552199673135283	0.626351861960126
chr5	74194820	74195457	WT_PeakRegion	WT_PeakRegion_1939_chr5_74194820_74195457	chr5:74194820-74195457	-2.55820896414061	31.6077979042555	3.47191482129258e-07	0.000114729771864273
chr5	74332010	74332636	Q111_PeakRegion	Q111_PeakRegion_557_chr5_74332010_74332636	chr5:74332010-74332636	0.769016296114916	3.66974492340918	0.0594353281825686	0.110242779165386
chr5	74746025	74746696	WT_PeakRegion	WT_PeakRegion_1940_chr5_74746025_74746696	chr5:74746025-74746696	-1.11985020197007	9.47401383818137	0.00296087112534089	0.0145118391379764
chr5	75116665	75117261	WT_PeakRegion	WT_PeakRegion_1941_chr5_75116665_75117261	chr5:75116665-75117261	-0.747150803316725	3.98470062059777	0.051851406003776	0.100011379807074
chr5	75614313	75614923	WT_PeakRegion	WT_PeakRegion_1942_chr5_75614313_75614923	chr5:75614313-75614923	-1.0813273253556	9.31916884521212	0.00318976594131194	0.0152083067309149
chr5	76199970	76200526	Q111_PeakRegion	Q111_PeakRegion_558_chr5_76199970_76200526	chr5:76199970-76200526	1.28646627648141	9.14220998729602	0.00347408885200756	0.0160168834638586
chr5	76261261	76261626	WT_PeakRegion	WT_PeakRegion_1943_chr5_76261261_76261626	chr5:76261261-76261626	-1.59256227916673	12.116526703007	0.0008587631566278	0.00717923281335915
chr5	77107291	77107952	WT_PeakRegion	WT_PeakRegion_1944_chr5_77107291_77107952	chr5:77107291-77107952	-0.433059952139448	1.42115855912768	0.237181368855185	0.317654692609979
chr5	77636806	77637297	WT_PeakRegion	WT_PeakRegion_1945_chr5_77636806_77637297	chr5:77636806-77637297	-0.852419786670088	4.53253065051085	0.0375226451739089	0.0789686898133231
chr5	77847821	77848930	Q111_PeakRegion	Q111_PeakRegion_559_chr5_77847821_77848930	chr5:77847821-77848930	0.00825994647929917	0.000958571494182726	0.975387649465326	0.981819574811838
chr5	77853691	77854219	WT_PeakRegion	WT_PeakRegion_1946_chr5_77853691_77854219	chr5:77853691-77854219	-0.238185022695127	0.525295213639101	0.470972979771302	0.550661351688956
chr5	77993476	77993914	WT_PeakRegion	WT_PeakRegion_1947_chr5_77993476_77993914	chr5:77993476-77993914	-1.36547130064271	13.6987904388672	0.000420341351622044	0.00486369977356525
chr5	78227667	78228276	Q111_PeakRegion	Q111_PeakRegion_560_chr5_78227667_78228276	chr5:78227667-78228276	0.177601716630574	0.244210740151244	0.622706526122427	0.688299148696202
chr5	78557210	78558261	WT_PeakRegion	WT_PeakRegion_1948_chr5_78557210_78558261	chr5:78557210-78558261	-0.628492963413998	4.22277537047679	0.0435648569592038	0.0880715216162055
chr5	78663052	78663566	WT_PeakRegion	WT_PeakRegion_1949_chr5_78663052_78663566	chr5:78663052-78663566	-0.380106675675818	0.9750257199441	0.333574378196259	0.417738854515273
chr5	78781701	78781988	WT_PeakRegion	WT_PeakRegion_1950_chr5_78781701_78781988	chr5:78781701-78781988	-0.304497159082458	0.784952942093494	0.380647922572098	0.464899051990217
chr5	79431346	79431973	WT_PeakRegion	WT_PeakRegion_1951_chr5_79431346_79431973	chr5:79431346-79431973	-1.28837850213293	20.5833926045757	2.26694300075828e-05	0.00113529794734657
chr5	79461938	79462429	WT_PeakRegion	WT_PeakRegion_1952_chr5_79461938_79462429	chr5:79461938-79462429	-1.27678955283462	7.30872553826466	0.0141420662401019	0.0401826334926476
chr5	79507544	79507786	WT_PeakRegion	WT_PeakRegion_1953_chr5_79507544_79507786	chr5:79507544-79507786	-0.772788069515478	3.42014327525026	0.0826920907016064	0.140955655187201
chr5	79849390	79849910	Q111_PeakRegion	Q111_PeakRegion_561_chr5_79849390_79849910	chr5:79849390-79849910	0.842399032839614	6.02749577206211	0.0165357275659265	0.0445633851540795
chr5	80006630	80007028	WT_PeakRegion	WT_PeakRegion_1954_chr5_80006630_80007028	chr5:80006630-80007028	-1.01763245484708	6.14240208402168	0.016199999871871	0.0439419007152165
chr5	80076464	80077162	WT_PeakRegion	WT_PeakRegion_1955_chr5_80076464_80077162	chr5:80076464-80077162	-1.58079828589119	15.7569481495707	0.000170360625040761	0.0031673164468654
chr5	80239640	80240229	Shared_PeakRegion	Shared_PeakRegion_514_chr5_80239640_80240229	chr5:80239640-80240229	0.1156881275765	0.256753539211116	0.613929095242917	0.679734780954726
chr5	80252415	80252765	WT_PeakRegion	WT_PeakRegion_1956_chr5_80252415_80252765	chr5:80252415-80252765	-0.775344725406772	8.68020825270465	0.00434806982135141	0.018395352516365
chr5	80277109	80278006	Shared_PeakRegion	Shared_PeakRegion_515_chr5_80277109_80278006	chr5:80277109-80278006	-0.343932166525074	0.967526430038388	0.328637331543902	0.413270341833203
chr5	81035099	81036102	WT_PeakRegion	WT_PeakRegion_1957_chr5_81035099_81036102	chr5:81035099-81036102	-1.04233384204802	10.0447172074975	0.00225465503114963	0.0122935705439413
chr5	81634235	81634657	WT_PeakRegion	WT_PeakRegion_1958_chr5_81634235_81634657	chr5:81634235-81634657	-0.850603742795031	3.05970095379723	0.103736240992429	0.166577356443009
chr5	82444809	82445305	Q111_PeakRegion	Q111_PeakRegion_562_chr5_82444809_82445305	chr5:82444809-82445305	1.35442728616592	10.2098914387396	0.00208484274020575	0.0118635073967443
chr5	82736363	82736820	WT_PeakRegion	WT_PeakRegion_1959_chr5_82736363_82736820	chr5:82736363-82736820	-1.18424075366425	6.57838913020879	0.0169656889402288	0.045386439248455
chr5	83309450	83310641	WT_PeakRegion	WT_PeakRegion_1960_chr5_83309450_83310641	chr5:83309450-83310641	-0.711027184873256	7.1183938989202	0.00944551863116564	0.0304208458931811
chr5	83335888	83336617	WT_PeakRegion	WT_PeakRegion_1961_chr5_83335888_83336617	chr5:83335888-83336617	-1.53214348688714	14.3453024079362	0.000315549092652277	0.00431666939490607
chr5	83606337	83606737	Q111_PeakRegion	Q111_PeakRegion_563_chr5_83606337_83606737	chr5:83606337-83606737	0.254549225741005	0.884227369310731	0.350234147779095	0.435044579708675
chr5	83817852	83818653	WT_PeakRegion	WT_PeakRegion_1962_chr5_83817852_83818653	chr5:83817852-83818653	-0.431521041637131	1.48695897421947	0.22672366834123	0.305908631431203
chr5	84212545	84213302	Q111_PeakRegion	Q111_PeakRegion_564_chr5_84212545_84213302	chr5:84212545-84213302	-0.226450086718438	0.304592156239592	0.596694525844776	0.664867219312059
chr5	84224438	84224875	Q111_PeakRegion	Q111_PeakRegion_565_chr5_84224438_84224875	chr5:84224438-84224875	0.212991711514511	0.415702701066427	0.521166593256071	0.598605151188793
chr5	84806290	84807758	WT_PeakRegion	WT_PeakRegion_1963_chr5_84806290_84807758	chr5:84806290-84807758	-1.01847791011821	10.6135020187868	0.00172353629122877	0.0107070005816663
chr5	85502893	85503369	WT_PeakRegion	WT_PeakRegion_1964_chr5_85502893_85503369	chr5:85502893-85503369	-0.880327905328818	4.78949653899468	0.0335855388123594	0.0732167530175995
chr5	87023166	87023785	WT_PeakRegion	WT_PeakRegion_1965_chr5_87023166_87023785	chr5:87023166-87023785	-0.866537874355599	3.8106742096479	0.0577413060319356	0.108035061402682
chr5	87083654	87084196	WT_PeakRegion	WT_PeakRegion_1966_chr5_87083654_87084196	chr5:87083654-87084196	-1.30707471110732	9.46037249993176	0.00298033070058018	0.0145666764630114
chr5	88473988	88474565	WT_PeakRegion	WT_PeakRegion_1967_chr5_88473988_88474565	chr5:88473988-88474565	-0.620503754718548	2.4641890824707	0.120913200645276	0.187125042650649
chr5	88580628	88582176	WT_PeakRegion	WT_PeakRegion_1968_chr5_88580628_88582176	chr5:88580628-88582176	-1.00098114576621	10.9450255215936	0.00147567176860737	0.009812414089999
chr5	88865796	88866696	Shared_PeakRegion	Shared_PeakRegion_516_chr5_88865796_88866696	chr5:88865796-88866696	-1.04755744559445	9.37081663307655	0.00311143689605582	0.0149856671288158
chr5	88877696	88878613	WT_PeakRegion	WT_PeakRegion_1969_chr5_88877696_88878613	chr5:88877696-88878613	-0.957145795706254	7.50472374234545	0.00777562715626946	0.026825025191087
chr5	88974968	88976133	WT_PeakRegion	WT_PeakRegion_1970_chr5_88974968_88976133	chr5:88974968-88976133	-1.19025946448487	11.8389004291561	0.000975348183520823	0.00767995846144898
chr5	89040641	89041211	WT_PeakRegion	WT_PeakRegion_1971_chr5_89040641_89041211	chr5:89040641-89041211	-0.957804837402226	5.16789027099731	0.0282186124378346	0.0647366231197101
chr5	89271480	89272079	WT_PeakRegion	WT_PeakRegion_1972_chr5_89271480_89272079	chr5:89271480-89272079	-0.877468242682811	6.00382901048308	0.0167409997139468	0.0449438730865685
chr5	89304292	89304598	WT_PeakRegion	WT_PeakRegion_1973_chr5_89304292_89304598	chr5:89304292-89304598	-0.908122950075632	4.36367766870466	0.0521378268112966	0.100353445521853
chr5	89321429	89321979	Q111_PeakRegion	Q111_PeakRegion_566_chr5_89321429_89321979	chr5:89321429-89321979	0.254292887462607	0.370058308120947	0.544913347004946	0.619744530562299
chr5	89756968	89757795	WT_PeakRegion	WT_PeakRegion_1974_chr5_89756968_89757795	chr5:89756968-89757795	-0.539863678098484	2.27010312349554	0.136326864705243	0.205325823737215
chr5	89811395	89812584	Shared_PeakRegion	Shared_PeakRegion_517_chr5_89811395_89812584	chr5:89811395-89812584	-0.325853737624235	0.925252521204998	0.339363579634711	0.42383346483867
chr5	89940320	89940732	Shared_PeakRegion	Shared_PeakRegion_518_chr5_89940320_89940732	chr5:89940320-89940732	-0.157470394098615	0.29660259041418	0.588148821623794	0.657738236649236
chr5	89943776	89944323	Shared_PeakRegion	Shared_PeakRegion_519_chr5_89943776_89944323	chr5:89943776-89944323	-0.405118508373041	2.78811771806917	0.0993684420877407	0.161691765867132
chr5	90050149	90051061	WT_PeakRegion	WT_PeakRegion_1975_chr5_90050149_90051061	chr5:90050149-90051061	-0.69922514009637	3.83297748576926	0.0541835409765261	0.103163509459271
chr5	90970243	90971822	WT_PeakRegion	WT_PeakRegion_1976_chr5_90970243_90971822	chr5:90970243-90971822	-1.16736658752161	13.7588960319601	0.000409233448589586	0.00480352253622221
chr5	91382841	91383046	WT_PeakRegion	WT_PeakRegion_1977_chr5_91382841_91383046	chr5:91382841-91383046	-1.21704504284895	7.73977748698969	0.00899451470286449	0.029645987793253
chr5	91402146	91402449	WT_PeakRegion	WT_PeakRegion_1978_chr5_91402146_91402449	chr5:91402146-91402449	-1.68309452863857	13.8305033874312	0.000483650463336429	0.00526879839801654
chr5	91846105	91846884	WT_PeakRegion	WT_PeakRegion_1979_chr5_91846105_91846884	chr5:91846105-91846884	-0.746033240219118	3.92696008634659	0.0513896120591526	0.0993112711465006
chr5	92223312	92224006	WT_PeakRegion	WT_PeakRegion_1980_chr5_92223312_92224006	chr5:92223312-92224006	-1.3013795389617	11.5749459061633	0.00110145987509795	0.00823134830280057
chr5	92373090	92373631	Q111_PeakRegion	Q111_PeakRegion_567_chr5_92373090_92373631	chr5:92373090-92373631	0.103460595743164	0.0844685311400024	0.773538945091598	0.819128345489972
chr5	92445311	92446128	WT_PeakRegion	WT_PeakRegion_1981_chr5_92445311_92446128	chr5:92445311-92446128	-0.583659148053337	2.77760128455926	0.0999963669501865	0.162533736573608
chr5	92979748	92980144	WT_PeakRegion	WT_PeakRegion_1982_chr5_92979748_92980144	chr5:92979748-92980144	-1.04712549904988	5.74269410676344	0.0221193222071082	0.0542812070976572
chr5	93353828	93354222	WT_PeakRegion	WT_PeakRegion_1983_chr5_93353828_93354222	chr5:93353828-93354222	-0.743544619534258	2.98207305741134	0.0924377656382267	0.153173885761195
chr5	93471855	93472727	WT_PeakRegion	WT_PeakRegion_1984_chr5_93471855_93472727	chr5:93471855-93472727	-1.55998375093744	18.5963852308492	5.11827187998359e-05	0.00173733713482169
chr5	93711557	93711950	WT_PeakRegion	WT_PeakRegion_1985_chr5_93711557_93711950	chr5:93711557-93711950	-1.41871931215412	10.6614814919839	0.00214872344544615	0.012042769156461
chr5	93894059	93894579	WT_PeakRegion	WT_PeakRegion_1986_chr5_93894059_93894579	chr5:93894059-93894579	-0.532608645597313	2.26484190882986	0.136774777374337	0.20585373486891
chr5	93895289	93896198	WT_PeakRegion	WT_PeakRegion_1987_chr5_93895289_93896198	chr5:93895289-93896198	-0.338317267008704	1.02112149156201	0.315683909605784	0.399333312263503
chr5	93911194	93912487	Shared_PeakRegion	Shared_PeakRegion_520_chr5_93911194_93912487	chr5:93911194-93912487	-0.26106096809286	0.990825619267297	0.324047762524506	0.408073389184626
chr5	93912561	93913166	Q111_PeakRegion	Q111_PeakRegion_568_chr5_93912561_93913166	chr5:93912561-93913166	0.713155598797428	3.63414284942561	0.0606526989363995	0.112004733209534
chr5	93913942	93914827	WT_PeakRegion	WT_PeakRegion_1988_chr5_93913942_93914827	chr5:93913942-93914827	-0.428310490798857	1.44261571478934	0.233707327527686	0.313677801344475
chr5	93917883	93918342	Q111_PeakRegion	Q111_PeakRegion_569_chr5_93917883_93918342	chr5:93917883-93918342	0.317966395978848	0.742842297579507	0.394978621443332	0.47787299330987
chr5	93919421	93920418	WT_PeakRegion	WT_PeakRegion_1989_chr5_93919421_93920418	chr5:93919421-93920418	-0.290371930741978	1.01084887244451	0.318113212831995	0.401805202007613
chr5	93942023	93942864	Q111_PeakRegion	Q111_PeakRegion_570_chr5_93942023_93942864	chr5:93942023-93942864	-0.492360817748938	2.28432484849414	0.135124456285966	0.203950882670162
chr5	93950578	93951034	WT_PeakRegion	WT_PeakRegion_1990_chr5_93950578_93951034	chr5:93950578-93951034	-0.57529349603037	2.54808784653962	0.114868760832257	0.179985751193719
chr5	93962457	93962768	WT_PeakRegion	WT_PeakRegion_1991_chr5_93962457_93962768	chr5:93962457-93962768	-0.441026325211456	1.21221409311724	0.292824466890721	0.376066619061041
chr5	93985708	93986383	WT_PeakRegion	WT_PeakRegion_1992_chr5_93985708_93986383	chr5:93985708-93986383	-0.757281471421966	3.45202524205186	0.0673198181675945	0.120632273796332
chr5	94016180	94016693	WT_PeakRegion	WT_PeakRegion_1993_chr5_94016180_94016693	chr5:94016180-94016693	-0.543286648502423	2.40050730525604	0.125741331379204	0.192901952480263
chr5	94017939	94018625	WT_PeakRegion	WT_PeakRegion_1994_chr5_94017939_94018625	chr5:94017939-94018625	0.137441899728067	0.150418367695266	0.699296002149675	0.755568594551699
chr5	94019329	94019799	Q111_PeakRegion	Q111_PeakRegion_571_chr5_94019329_94019799	chr5:94019329-94019799	0.378937560633094	1.1608140211958	0.284943220025733	0.367867441174334
chr5	94034392	94035281	WT_PeakRegion	WT_PeakRegion_1995_chr5_94034392_94035281	chr5:94034392-94035281	-0.848143242746687	6.85791016737599	0.010780916396408	0.0333105098131122
chr5	94041927	94042288	WT_PeakRegion	WT_PeakRegion_1996_chr5_94041927_94042288	chr5:94041927-94042288	-0.601519622024494	2.59367365716043	0.116953580574172	0.18252082202441
chr5	94043996	94044401	WT_PeakRegion	WT_PeakRegion_1997_chr5_94043996_94044401	chr5:94043996-94044401	-0.609552776500701	3.16375497844403	0.0795697470301928	0.137051917989902
