Peakset	Annotation	Observed	Expected	Fold.Change	Log2FC	Pvalue	Qvalue	Adjusted.Pvalue
ActiveMotif.Htt_histone_modifications.merged_peaks	TssA	2249629	1996029.4794	1.1271	0.1726	0.08183	0.088946	0.10959375
ActiveMotif.Htt_histone_modifications.merged_peaks	TssA	14295080	1787607.3795	7.9968	2.9994	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	TssA	14793160	724198.1571	20.4269	4.3524	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	TssA	11906581	544812.6422	21.8544	4.4499	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	TssAFlnk1	7968	60159.0257	0.1325	-2.9163	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	TssAFlnk1	607308	408715.0625	1.4859	0.5713	0.00012	0.00013636	0.000209302325581395
ActiveMotif.Htt_histone_modifications.merged_peaks	TssAFlnk1	2637274	362678.0038	7.2717	2.8623	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	TssAFlnk1	2013788	112739.2982	17.8622	4.1588	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	TssAFlnk1	2731999	147280.4442	18.5495	4.2133	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	TssAFlnk2	48581	238548.1091	0.2037	-2.2958	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	TssAFlnk2	3161474	1624030.3444	1.9467	0.961	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	TssAFlnk2	9456929	1453879.6925	6.5046	2.7015	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	TssAFlnk2	6507315	441710.1124	14.7321	3.8809	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	TssAFlnk2	11520564	589122.5087	19.5554	4.2895	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	TssBiv	53831	66074.6092	0.8147	-0.2957	0.13755	0.14328	0.176394886363636
ActiveMotif.Htt_histone_modifications.merged_peaks	TssBiv	1533908	397100.1574	3.8628	1.9496	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	TssBiv	3010570	450637.1462	6.6807	2.74	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	TssBiv	2620192	162427.5517	16.1314	4.0118	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	TssBiv	2094060	123745.5288	16.9222	4.0808	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Tx1	7085	39983.5698	0.1772	-2.4964	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Tx1	160913	274539.1851	0.5861	-0.7707	0.00681	0.0076231	0.0103530405405405
ActiveMotif.Htt_histone_modifications.merged_peaks	Tx1	1458881	243138.6557	6.0002	2.585	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Tx1	764160	99676.7797	7.6663	2.9385	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Tx1	813438	76939.514	10.5723	3.4022	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Tx2	3739250	17723818.8054	0.211	-2.2449	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Tx2	977646	2533208.0602	0.3859	-1.3736	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Tx2	5710580	6268014.6325	0.9111	-0.1344	0.17199	0.1767	0.212625
ActiveMotif.Htt_histone_modifications.merged_peaks	Tx2	7567140	4777728.6753	1.5838	0.6634	1e-05	1.1538e-05	1.81451612903226e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Tx2	28657527	15742824.1711	1.8204	0.8642	1e-05	1.1538e-05	1.81451612903226e-05
